Code;Classification;Cause;Measures to take when an alert occurs;Estimated abnormal parts;Correction;Note;Solution;Faulty part isolation DIPSW;Control during the detachment
C-7107;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP5 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the ADU lock solenoid (SD1), CN135 of PRCB, CN272 (Relay connector), CN271 (Relay connector), CN267 of SD1, and the wiring. Then repair it when there is any abnormality. 2. Check the connector connection between PRCB and the belt separation claw solenoid (SD2), CN118 of PRCB, CN615 of SD2, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between PRCB and the IDC sensor shutter solenoid (SD4), CN123 of PRCB, CN388 (Relay connector), CN383 of SD4, and the wiring. Then repair it when there is any abnormality. 4. Check the connector connection between PRCB and the pick-up solenoid/BP (SD6), CN111 of PRCB, CN359 (Relay connector), CN352 of SD6, and the wiring. Then repair it when there is any abnormality. 5. Check the connector connection between PRCB and the paper feed clutch/BP (CL14), CN111 of PRCB, CN359 (Relay connector), CN351 of CL14, and the wiring. Then repair it when there is any abnormality. 6. Replace PRCB.;;
C-7108;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP6 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the power supply cooling fan/2 (FM3), CN141 of PRCB, CN287 of FM3, and the wiring. Then repair it when there is any abnormality. 2. Check the connector connection between PRCB and the cyclone exhaust fan (FM22), CN109 of PRCB, CN671 of FM22, and the wiring. Then repair it when there is any abnormality. 3. Replace PRCB.;;
C-7109;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP7 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the transfer belt fan (FM17), CN138 of PRCB, CN668 (Relay connector), CN618 of FM17, and the wiring. Then repair it when there is any abnormality. 2. Check the connector connection between PRCB and the fusing exhaust fan (FM8), CN118 of PRCB, CN624 of FM8, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between PRCB and the drum motor cooling fan/2 (FM7), CN118 of PRCB, CN627 of FM7, and the wiring. Then repair it when there is any abnormality. 4. Check the connector connection between PRCB and the fusing belt ventilation fan (FM9), CN118 of PRCB, CN643 of FM9, and the wiring. Then repair it when there is any abnormality. 5. Replace PRCB.;;
C-7110;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP8 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the paper exit cooling fan/1 (FM23), CN116 of PRCB, CN268 (Relay connector), CN265 of FM23, and the wiring. Then repair it when there is any abnormality. 2. Check the connector connection between PRCB and the ADU exhaust fan (FM24), CN116 of PRCB, CN268 (Relay connector), CN264 of FM24, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between PRCB and the paper exit cooling fan/2 (FM25), CN116 of PRCB, CN268 (Relay connector), CN263 of FM25, and the wiring. Then repair it when there is any abnormality. 4. Replace PRCB.;;
C-7111;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP9 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the drum motor/K (M4), CN126 of PRCB, CN364 of M4, and the wiring. Then repair it when there is any abnormality. 2. Replace PRCB.;;
C-C-7112;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP15 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the paper exit motor (M30), CN120 of PRCB, CN269 (Relay connector), CN266 of M30, and the wiring. Then repair it when there is any abnormality. 2. Replace PRCB.;;
C-7113;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP16 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the fusing separation fan/2 (FM11), CN118 of PRCB, CN638 (Relay connector), CN629 of FM11, and the wiring. Then repair it when there is any abnormality. 2. Replace PRCB.;;
C-7114;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP23 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the AC drive board (ACDB), CN102 of PRCB, CN248 (Relay connector), CN482 of ACDB, and the wiring. Then repair it when there is any abnormality. 2. Replace PRCB.;;
C-7115;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP24 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the tacking fan/1 (FM19), CN116 of PRCB, CN273 (Relay connector), CN259 of FM19, and the wiring. Then repair it when there is any abnormality. 2. Check the connector connection between PRCB and the tacking fan/3 (FM21), CN116 of PRCB, CN273 (Relay connector), CN257 of FM21, and the wiring. Then repair it when there is any abnormality. 3. Replace PRCB.;;
C-7116;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP25 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the fusing separation fan/1 (FM10), CN118 of PRCB, CN638 (Relay connector), CN268 of FM10, and the wiring. Then repair it when there is any abnormality. 2. Replace PRCB.;;
C-7117;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP26 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the fusing pressure release motor (M47) CN131 of PRCB, CN721 (Relay connector), CN312 of M47, and the wiring. Then repair it when there is any abnormality. 2. Replace PRCB.;;
C-7118;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP27 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the 1st transfer pressure release motor (M10), CN133 of PRCB, CN247 (Relay connector), CN227 of M10, and the wiring. Then repair it when there is any abnormality. 2. Replace PRCB.;;
C-7119;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP28 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the drum motor/K (M4), CN126 of PRCB, CN364 of M4, and the wiring. Then repair it when there is any abnormality. 2. Replace PRCB.;;
C-7120;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP30 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the key counter (KCT), CN35 of PRCB, CN493 (Relay connector), and the wiring. Then repair it when there is any abnormality. 2. Replace PRCB.;;
C-7121;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP31 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and MK-744C, CN190 of PRCB, CN495 (Relay connector), and the wiring. Then repair it when there is any abnormality. 2. Replace PRCB.;;
